mirna,A178_day3,A180_day7,A181_day7,A189_day14,A196_normal,A200_normal,A201_normal,A74_day3,A75_day3,A80_day7,A84_day14,A85_day14
mmu-miR-451a,1044,2202,635,622,1804,2185,662,1487,542,1595,1813,304
mmu-miR-452-5p,0,2,0,0,0,2,0,2,4,0,2,0
mmu-miR-455-3p,105,190,63,86,126,192,129,84,80,104,113,79
mmu-miR-455-5p,507,690,336,418,547,762,442,467,276,407,541,319
mmu-miR-463-5p,0,3,0,0,0,0,0,0,0,0,0,0
mmu-miR-465a-3p,0,5,0,0,0,0,0,0,0,0,0,0
mmu-miR-465b-3p,0,5,0,0,0,0,0,0,0,0,0,0
mmu-miR-465c-3p,0,5,0,0,0,0,0,0,0,0,0,0
mmu-miR-465c-5p,7,13,7,5,4,6,2,6,3,6,8,2
mmu-miR-466a-3p,16,28,10,15,9,0,0,10,13,13,14,16
mmu-miR-466a-5p,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-466b-3p,20,48,14,18,9,2,4,20,22,28,28,20
mmu-miR-466b-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-466c-3p,20,48,14,18,9,2,4,20,22,28,28,20
mmu-miR-466c-5p,2,7,4,0,0,0,0,5,0,6,3,0
mmu-miR-466d-3p,0,9,5,3,2,3,0,7,6,0,2,2
mmu-miR-466d-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-466e-3p,20,48,14,18,9,2,4,20,22,28,28,20
mmu-miR-466e-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-466f-3p,2,5,2,4,0,0,0,2,3,0,0,0
mmu-miR-466g,4,4,0,0,0,0,0,4,0,0,4,2
mmu-miR-466h-3p,0,0,0,3,0,0,0,4,0,2,3,0
mmu-miR-466h-5p,4,2,0,0,0,0,0,0,0,4,3,0
mmu-miR-466i-3p,0,3,0,0,0,0,0,0,0,0,0,0
mmu-miR-466n-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-466o-5p,4,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-466p-3p,20,48,14,18,9,2,4,20,22,28,28,20
mmu-miR-466p-5p,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-467a-3p,12,16,11,7,4,5,3,6,9,14,4,5
mmu-miR-467a-5p,22,37,14,32,4,10,7,20,28,41,24,20
mmu-miR-467b-5p,22,37,14,32,4,10,7,20,28,41,24,20
mmu-miR-467c-5p,15,26,15,3,0,10,0,16,10,13,11,2
mmu-miR-467d-3p,12,16,11,7,4,5,3,6,9,14,4,5
mmu-miR-467d-5p,16,23,6,19,4,18,3,17,11,19,35,16
mmu-miR-467e-5p,10,26,9,19,4,5,7,15,12,13,20,10
mmu-miR-470-5p,7,20,12,6,4,7,6,12,6,13,9,15
mmu-miR-484,2234,2393,1595,1391,1201,1629,1415,2574,1529,1914,1566,892
mmu-miR-485-3p,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-486a-3p,7,22,5,8,17,26,6,12,10,7,11,2
mmu-miR-486a-5p,4747,10711,2347,2267,10269,14991,3583,7611,3351,9051,11840,2138
mmu-miR-486b-3p,3,9,2,4,9,11,3,3,5,2,5,2
mmu-miR-486b-5p,4738,10693,2345,2265,10260,14966,3580,7608,3336,9043,11830,2137
mmu-miR-487b-3p,0,2,0,2,0,0,0,0,0,0,0,0
mmu-miR-488-3p,10,12,7,7,14,16,9,12,4,10,11,6
mmu-miR-489-3p,28,30,21,33,19,24,24,12,24,43,23,29
mmu-miR-494-3p,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-495-3p,2,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-496a-3p,2,4,0,0,0,3,0,0,2,0,0,0
mmu-miR-497a-3p,0,0,0,2,0,0,0,0,2,0,2,0
mmu-miR-497a-5p,1860,3391,1561,1975,1448,2229,1460,1677,1277,1923,2829,1331
mmu-miR-499-5p,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-500-3p,86,224,86,103,61,89,51,113,63,97,89,52
mmu-miR-500-5p,0,0,0,0,0,0,0,2,0,3,0,0
mmu-miR-501-3p,135,232,265,235,119,227,362,251,185,352,274,165
mmu-miR-501-5p,5,18,11,25,8,2,5,5,2,8,2,5
mmu-miR-503-3p,38,38,21,30,21,42,33,28,30,25,34,26
mmu-miR-503-5p,3,10,5,0,0,2,3,10,6,9,3,0
mmu-miR-504-5p,2,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-505-3p,2,2,0,4,3,0,0,2,2,4,8,0
mmu-miR-505-5p,0,2,2,4,2,3,2,4,0,2,0,0
mmu-miR-5099,624,680,370,305,415,458,289,676,299,334,452,189
mmu-miR-5101,0,11,3,6,2,3,3,6,2,11,8,0
mmu-miR-5104,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-5107-3p,0,8,3,4,0,0,0,0,2,12,6,2
mmu-miR-5107-5p,2,5,0,4,0,0,0,0,0,0,0,0
mmu-miR-511-3p,14,140,40,53,2,7,4,37,17,44,32,16
mmu-miR-511-5p,2,18,11,8,2,4,0,3,6,14,16,0
mmu-miR-5113,0,0,2,0,2,2,0,0,3,2,0,0
mmu-miR-5114,4,7,0,2,0,0,0,0,0,6,2,0
mmu-miR-5121,6,6,8,9,7,7,6,2,0,0,0,0
mmu-miR-5122,14,32,16,9,12,14,13,36,10,9,9,3
mmu-miR-5123,0,0,0,0,0,0,0,3,0,0,0,0
mmu-miR-5128,2,0,0,2,2,0,0,0,0,3,0,0
mmu-miR-5129-3p,8,6,4,9,2,8,3,3,2,6,11,11
mmu-miR-5129-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-5132-3p,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-5132-5p,0,0,0,0,0,0,0,0,0,0,0,2
mmu-miR-532-3p,153,183,138,174,75,115,72,163,90,159,126,65
mmu-miR-532-5p,3019,4084,2545,2478,1605,2146,1154,3483,1927,2813,2593,1273
mmu-miR-540-3p,6,0,0,0,4,0,2,5,0,2,0,0
mmu-miR-540-5p,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-541-5p,84,79,36,48,40,52,20,108,85,99,48,51
mmu-miR-542-3p,143,220,107,118,107,137,94,141,111,158,173,109
mmu-miR-542-5p,21,26,27,17,21,27,19,26,13,17,19,15
mmu-miR-543-3p,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-547-3p,4,4,2,0,0,2,3,3,0,0,0,3
mmu-miR-551b-3p,22,29,24,23,24,15,25,19,15,19,15,9
mmu-miR-551b-5p,2,0,2,0,0,0,0,2,3,0,2,0
mmu-miR-5615-5p,2,0,0,0,0,0,0,3,0,0,0,0
mmu-miR-5621-3p,2,0,0,0,2,2,0,0,0,0,0,0
mmu-miR-5627-3p,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-5709-5p,2,2,0,0,0,2,3,2,0,0,0,0
mmu-miR-574-3p,353,409,265,356,172,230,154,394,259,302,352,186
mmu-miR-574-5p,45,68,42,47,24,31,21,55,30,47,41,23
mmu-miR-582-3p,1417,1708,1075,718,1195,1771,1058,1349,855,887,1283,681
mmu-miR-582-5p,143,245,112,104,125,192,125,141,96,132,146,101
mmu-miR-592-5p,3,6,5,0,0,0,0,0,2,2,0,0
mmu-miR-598-3p,48,72,39,63,40,57,22,50,39,53,53,33
mmu-miR-598-5p,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-615-3p,615,706,481,528,355,463,363,735,458,585,605,359
mmu-miR-615-5p,31,32,27,9,13,13,13,28,19,20,24,12
mmu-miR-6236,7,4,4,2,4,11,4,2,0,3,2,7
mmu-miR-6238,2,3,0,2,2,2,2,0,0,2,0,4
mmu-miR-6240,7,3,3,4,5,8,9,13,7,11,2,17
mmu-miR-6412,0,2,2,0,4,7,2,0,0,0,0,0
mmu-miR-6418-3p,3,3,2,4,0,0,0,2,0,2,0,0
mmu-miR-6481,0,4,0,0,6,0,0,0,0,0,0,0
mmu-miR-6516-3p,6,2,2,5,2,2,0,2,0,0,0,0
mmu-miR-6516-5p,5,2,10,2,4,2,0,8,3,11,2,0
mmu-miR-652-3p,895,1149,912,1104,615,916,491,1006,625,871,730,477
mmu-miR-652-5p,5,7,5,9,0,5,0,5,8,0,5,3
mmu-miR-653-3p,0,0,0,0,0,3,0,0,0,2,0,0
mmu-miR-653-5p,48,86,74,95,59,47,39,59,25,50,68,26
mmu-miR-6538,2,2,0,0,0,0,2,2,0,0,3,0
mmu-miR-6539,24,10,3,0,0,2,3,16,16,6,5,0
mmu-miR-664-3p,102,120,64,51,85,129,90,109,74,85,98,70
mmu-miR-664-5p,42,39,25,33,28,43,36,51,33,35,55,22
mmu-miR-667-3p,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-669a-3-3p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-669a-3p,42,78,27,35,14,18,5,45,35,52,29,30
mmu-miR-669a-5p,31,30,19,19,3,11,2,20,22,27,19,11
mmu-miR-669b-5p,7,6,6,4,0,0,0,4,0,9,11,0
mmu-miR-669c-5p,11,22,15,8,3,10,5,8,5,23,18,9
mmu-miR-669d-5p,0,7,0,3,0,5,2,0,4,0,7,0
mmu-miR-669e-3p,3,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-669e-5p,4,3,0,0,0,0,0,0,0,0,0,0
mmu-miR-669f-3p,0,0,0,2,0,2,2,0,0,0,0,2
mmu-miR-669f-5p,2,0,3,4,0,0,0,0,0,0,2,2
mmu-miR-669l-5p,2,0,0,5,0,2,0,0,0,0,2,0
mmu-miR-669o-3p,42,78,27,35,14,18,5,45,35,52,29,30
mmu-miR-669o-5p,0,5,0,0,0,0,3,0,4,9,5,7
mmu-miR-669p-5p,31,30,19,19,3,11,2,20,22,27,19,11
mmu-miR-670-3p,2,2,0,2,0,0,0,2,0,0,0,0
mmu-miR-671-3p,348,370,238,242,359,515,316,398,198,290,421,163
mmu-miR-671-5p,104,105,57,57,98,122,107,124,84,80,99,52
mmu-miR-672-3p,2,0,0,0,2,0,0,0,3,0,0,0
mmu-miR-672-5p,37,31,28,20,21,17,14,29,13,16,26,7
mmu-miR-673-5p,2,2,4,0,2,4,3,3,2,2,0,0
mmu-miR-674-3p,234,329,212,198,106,209,221,271,155,218,213,120
mmu-miR-674-5p,100,153,83,64,64,82,49,96,55,92,86,35
mmu-miR-676-3p,484,713,449,639,232,312,208,474,258,451,580,229
mmu-miR-676-5p,67,126,73,85,44,63,42,69,60,92,115,56
mmu-miR-677-5p,20,72,34,38,22,22,11,24,15,49,46,34
mmu-miR-6899-3p,4,2,0,3,0,7,2,3,3,4,4,0
mmu-miR-690,10,15,29,17,13,38,10,7,10,11,17,19
mmu-miR-6901-5p,0,2,0,0,0,2,0,0,0,0,2,4
mmu-miR-6902-5p,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-6909-3p,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-6909-5p,2,5,0,0,0,0,0,0,3,0,0,0
mmu-miR-6911-3p,9,10,9,5,6,15,5,7,7,11,8,3
mmu-miR-6913-3p,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-6914-3p,2,9,2,0,2,8,2,4,0,2,2,0
mmu-miR-6919-3p,0,0,0,0,0,0,0,2,0,0,3,0
mmu-miR-6921-3p,0,0,0,0,2,0,0,0,0,0,2,0
mmu-miR-6925-3p,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-693-3p,0,0,0,0,0,3,0,0,0,0,0,0
mmu-miR-6932-3p,0,0,0,0,3,0,0,0,0,0,0,0
mmu-miR-6937-3p,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-6938-3p,2,0,0,0,5,0,0,0,0,0,0,0
mmu-miR-6940-3p,2,2,0,0,0,2,0,0,0,0,2,0
mmu-miR-6944-3p,88,91,53,46,27,37,26,85,86,133,73,42
mmu-miR-6945-3p,0,2,0,0,0,0,0,4,2,0,0,0
mmu-miR-6946-3p,2,2,0,0,2,5,2,7,0,0,0,3
mmu-miR-6948-3p,3,5,2,2,14,9,3,5,2,8,7,3
mmu-miR-6952-3p,3,4,5,4,5,3,4,10,2,5,10,0
mmu-miR-6953-3p,6,0,0,0,7,3,2,3,0,0,6,0
mmu-miR-6954-3p,0,0,3,0,0,0,0,0,0,0,0,2
mmu-miR-6956-3p,4,12,0,2,6,2,4,0,0,3,4,2
mmu-miR-6958-3p,4,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-6960-5p,0,4,0,0,0,0,0,0,0,0,0,2
mmu-miR-6962-3p,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-6964-3p,0,0,2,0,0,0,2,0,0,0,0,0
mmu-miR-6966-3p,0,0,0,0,3,0,0,0,0,0,0,0
mmu-miR-6972-3p,6,13,7,8,10,14,6,11,2,4,13,5
mmu-miR-6976-3p,0,2,0,0,0,0,0,0,0,2,0,0
mmu-miR-6978-3p,12,18,5,9,0,0,0,15,8,16,0,3
mmu-miR-6979-3p,2,2,0,0,2,0,0,0,0,0,0,0
mmu-miR-6980-3p,0,4,0,0,0,0,0,0,0,0,0,0
mmu-miR-6983-3p,0,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-6985-3p,2,2,0,0,0,3,0,0,0,4,0,0
mmu-miR-6986-5p,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-6988-3p,5,13,8,6,14,4,14,6,3,8,8,4
mmu-miR-6989-3p,4,7,2,2,9,5,6,5,0,4,2,4
mmu-miR-6990-3p,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-6990-5p,3,0,2,2,7,2,4,3,0,0,4,0
mmu-miR-6994-5p,0,0,0,0,0,0,0,0,0,0,3,0
mmu-miR-6995-3p,0,0,0,0,0,0,2,0,0,0,0,0
mmu-miR-6996-5p,2,2,3,0,0,0,0,0,0,3,2,0
mmu-miR-700-3p,15,22,7,10,2,14,6,22,3,15,6,9
mmu-miR-700-5p,38,104,44,56,23,32,10,80,48,73,51,38
mmu-miR-7006-3p,0,0,0,0,2,0,0,0,0,0,0,2
mmu-miR-7009-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7010-5p,0,0,3,0,0,0,0,0,0,0,0,0
mmu-miR-7011-3p,0,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-7015-3p,23,30,14,16,22,35,16,23,13,19,40,8
mmu-miR-7017-5p,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-702-3p,0,0,2,2,0,0,0,2,2,2,4,0
mmu-miR-702-5p,0,3,0,0,0,0,0,2,2,0,0,0
mmu-miR-7021-5p,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-7022-3p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7024-5p,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-7025-3p,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-7028-3p,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-7030-3p,0,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-7032-3p,0,0,0,0,0,0,0,0,0,0,0,2
mmu-miR-7035-3p,2,7,5,2,5,0,0,2,5,3,2,0
mmu-miR-704,9,0,0,0,0,0,0,4,2,2,2,2
mmu-miR-7042-3p,0,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-7042-5p,0,3,0,0,0,0,0,0,0,0,0,0
mmu-miR-7043-3p,2,17,2,2,2,0,0,6,7,8,9,2
mmu-miR-7045-3p,2,0,2,2,0,0,0,0,0,2,0,0
mmu-miR-7046-3p,6,9,9,6,18,28,9,13,5,8,16,7
mmu-miR-7048-3p,0,0,0,0,2,0,0,0,0,0,2,0
mmu-miR-7049-5p,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-7052-3p,4,4,0,2,2,4,0,2,0,4,2,3
mmu-miR-7059-5p,0,0,2,0,0,0,3,3,0,2,0,0
mmu-miR-7063-3p,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-7063-5p,0,0,0,0,2,0,0,0,0,0,3,0
mmu-miR-7065-3p,0,2,0,0,0,2,0,0,0,0,0,0
mmu-miR-7068-3p,49,38,36,25,53,42,21,34,29,46,35,28
mmu-miR-7075-3p,0,6,4,4,4,0,3,4,4,2,5,3
mmu-miR-708-3p,54,111,36,56,67,119,64,64,47,57,56,42
mmu-miR-708-5p,52,60,40,65,43,51,35,55,34,56,41,35
mmu-miR-7080-3p,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-7081-3p,0,0,2,0,0,0,0,2,0,0,0,0
mmu-miR-7083-3p,0,0,2,2,0,2,0,0,0,0,0,0
mmu-miR-7083-5p,2,6,4,3,3,4,0,2,2,0,4,0
mmu-miR-7085-3p,0,0,0,0,0,7,2,0,0,0,0,2
mmu-miR-7085-5p,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-7086-5p,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-7118-3p,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-712-5p,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7219-3p,0,0,0,3,0,0,0,0,0,0,0,0
mmu-miR-7224-3p,22,41,19,20,11,13,10,36,10,30,25,9
mmu-miR-7226-3p,14,22,19,26,15,20,14,24,17,30,32,14
mmu-miR-7235-3p,3,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7236-3p,0,0,0,0,2,0,0,0,0,2,0,0
mmu-miR-7237-3p,2,0,0,0,0,0,0,2,0,4,0,0
mmu-miR-7240-5p,2,0,0,2,8,10,0,5,0,0,0,0
mmu-miR-741-3p,0,0,0,0,0,0,0,0,0,2,2,0
mmu-miR-743b-3p,0,0,2,2,0,2,0,0,0,0,0,2
mmu-miR-744-3p,65,67,46,40,54,76,50,59,43,32,63,33
mmu-miR-744-5p,2125,2699,1490,1507,2155,2830,1600,2154,1383,1959,2116,1068
mmu-miR-760-3p,0,0,0,0,0,0,0,0,0,0,2,2
mmu-miR-7648-3p,0,0,0,0,0,2,0,2,0,0,0,0
mmu-miR-7651-5p,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-7653-3p,0,2,0,0,4,0,0,0,0,0,0,0
mmu-miR-7655-3p,2,0,3,0,0,2,0,0,0,0,0,0
mmu-miR-7655-5p,0,0,0,0,0,0,0,0,3,0,0,0
mmu-miR-7661-3p,2,6,0,5,0,3,4,0,2,3,5,5
mmu-miR-7667-3p,0,0,0,0,0,3,0,0,0,0,0,0
mmu-miR-7667-5p,2,0,0,2,0,2,0,0,0,0,0,0
mmu-miR-7674-3p,0,5,0,0,3,0,0,0,0,0,0,0
mmu-miR-7687-5p,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-7a-1-3p,23,46,35,25,16,27,16,45,29,28,32,15
mmu-miR-7a-5p,26,25,22,10,16,20,31,24,21,21,21,10
mmu-miR-802-3p,190,192,119,127,86,82,62,193,125,129,113,49
mmu-miR-802-5p,616,592,412,414,244,310,321,589,469,514,397,207
mmu-miR-8103,4,12,2,3,0,2,2,8,5,8,4,0
mmu-miR-8105,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-8106,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-8112,8,9,11,5,4,8,0,12,3,3,11,3
mmu-miR-8114,37,39,25,22,9,16,8,42,21,27,24,0
mmu-miR-8115,3,10,0,6,0,0,0,5,2,4,4,4
mmu-miR-8118,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-871-3p,6,11,5,2,5,5,6,9,6,2,5,5
mmu-miR-871-5p,0,4,0,2,0,2,0,0,0,0,0,0
mmu-miR-872-3p,1154,1335,914,989,769,1054,729,1027,696,905,896,464
mmu-miR-872-5p,1460,2220,1149,1391,883,1284,816,1578,919,1339,1545,752
mmu-miR-874-3p,187,219,143,180,251,339,271,145,98,127,290,224
mmu-miR-874-5p,61,53,42,36,61,74,55,73,44,30,61,35
mmu-miR-877-3p,27,6,9,3,9,6,7,18,7,8,6,2
mmu-miR-877-5p,67,90,38,28,36,48,25,57,38,32,47,18
mmu-miR-878-5p,0,0,0,2,0,0,0,0,2,0,0,0
mmu-miR-879-3p,0,0,0,3,0,0,0,0,0,0,0,0
mmu-miR-879-5p,2,17,7,8,6,4,4,10,2,3,15,3
mmu-miR-881-3p,0,7,5,5,0,3,2,6,0,4,0,5
mmu-miR-9-3p,10,23,5,13,7,15,8,11,5,13,10,4
mmu-miR-9-5p,1146,1401,874,875,792,1525,791,1066,655,1180,1285,540
mmu-miR-92a-1-5p,170,189,112,93,56,90,58,219,152,161,106,64
mmu-miR-92a-3p,69634,73756,45304,41587,32227,49774,27814,74262,50504,69735,58015,29597
mmu-miR-92b-3p,1975,1823,1180,1470,800,1246,923,2150,1212,1902,2043,881
mmu-miR-92b-5p,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-93-3p,56,69,34,42,22,34,23,58,45,74,50,25
mmu-miR-93-5p,6077,9797,5482,4957,3619,5417,2996,6605,4514,7942,5970,3148
mmu-miR-935,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-96-3p,0,0,0,3,0,0,0,0,0,0,0,0
mmu-miR-96-5p,112,210,101,141,28,44,44,142,102,274,116,67
mmu-miR-9769-3p,11,2,5,2,6,5,2,4,8,2,5,4
mmu-miR-98-3p,167,160,100,74,91,149,131,130,121,126,134,74
mmu-miR-98-5p,4733,5549,3726,3437,3157,3605,2268,4914,2885,3832,3577,2183
mmu-miR-99a-3p,116,203,99,118,106,197,105,94,57,77,152,99
mmu-miR-99a-5p,1116,1943,991,1127,1028,1969,1561,1298,880,1222,1737,989
mmu-miR-99b-3p,245,285,206,211,80,103,97,307,156,212,154,83
mmu-miR-99b-5p,10992,20679,14107,16083,6887,14207,16744,15354,9530,18481,15682,8987
