mirna,day14_1,day14_2,day14_3,day14_4,day3_1,day3_2,day3_3,day3_4,day7_1,day7_2,day7_3,day7_4,normal_1,normal_2,normal_3
mmu-miR-6907-3p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-6908-3p,0,0,0,0,0,2,0,0,2,0,5,2,0,0,0
mmu-miR-6908-5p,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-6909-5p,3,0,2,4,5,5,2,0,0,0,6,0,0,0,0
mmu-miR-6910-3p,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-6911-3p,38,19,36,19,28,35,24,20,33,18,41,47,8,42,19
mmu-miR-6911-5p,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
mmu-miR-6912-5p,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
mmu-miR-6913-3p,5,2,0,0,6,9,2,5,3,0,7,0,0,6,0
mmu-miR-6914-3p,16,10,14,2,19,19,16,14,13,12,27,26,2,7,8
mmu-miR-6915-3p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-6915-5p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-6916-3p,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-6916-5p,0,0,2,0,2,0,0,0,5,0,2,5,0,0,0
mmu-miR-6917-3p,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0
mmu-miR-6918-5p,3,0,0,0,4,2,0,0,0,0,2,0,2,2,0
mmu-miR-6919-3p,3,0,2,0,0,3,2,0,2,3,2,6,0,3,0
mmu-miR-692,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0
mmu-miR-6920-3p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mmu-miR-6921-3p,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0
mmu-miR-6922-3p,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0
mmu-miR-6922-5p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-6925-3p,7,2,0,2,0,0,3,2,2,0,8,2,0,0,0
mmu-miR-6925-5p,0,0,0,0,2,0,0,0,0,2,5,2,0,0,0
mmu-miR-6926-3p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
mmu-miR-6927-3p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-6927-5p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-6928-3p,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
mmu-miR-6928-5p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-6929-5p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-693-3p,2,0,0,0,0,2,0,0,0,0,0,0,0,2,3
mmu-miR-6930-5p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-6931-3p,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-6932-3p,2,2,2,0,0,0,6,2,8,3,6,7,0,2,0
mmu-miR-6932-5p,0,0,3,0,3,2,8,4,0,6,2,4,0,0,0
mmu-miR-6933-5p,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0
mmu-miR-6934-3p,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
mmu-miR-6936-3p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mmu-miR-6936-5p,0,0,0,0,0,2,3,0,0,0,0,2,3,2,0
mmu-miR-6937-3p,2,0,0,2,6,2,6,3,3,2,2,3,0,3,0
mmu-miR-6937-5p,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-6938-3p,5,3,5,0,7,3,5,6,4,0,10,5,6,2,3
mmu-miR-6939-3p,2,2,4,0,0,0,2,0,2,0,5,4,0,0,0
mmu-miR-6940-3p,2,3,2,0,4,2,0,0,2,2,2,4,0,0,2
mmu-miR-6941-3p,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
mmu-miR-6942-5p,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
mmu-miR-6943-3p,4,3,0,0,0,2,0,0,2,0,0,2,0,0,0
mmu-miR-6944-3p,502,311,470,285,365,467,306,274,404,389,623,720,29,71,69
mmu-miR-6945-3p,0,4,5,0,0,3,2,2,0,0,0,2,0,0,0
mmu-miR-6946-3p,16,10,20,7,23,21,14,13,17,15,20,31,2,9,8
mmu-miR-6947-5p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
mmu-miR-6948-3p,14,9,15,6,32,29,14,16,26,10,26,22,6,18,19
mmu-miR-6950-3p,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0
mmu-miR-6950-5p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-6951-5p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-6952-3p,18,13,10,9,22,17,9,25,21,6,20,17,4,11,7
mmu-miR-6952-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-6953-3p,2,4,2,2,7,8,12,2,17,2,8,2,4,21,11
mmu-miR-6954-3p,5,0,0,2,9,10,5,10,5,0,5,8,0,9,2
mmu-miR-6954-5p,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
mmu-miR-6955-3p,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
mmu-miR-6955-5p,0,0,3,0,0,0,0,0,2,0,0,2,0,2,0
mmu-miR-6956-3p,8,8,15,6,23,8,11,17,17,15,27,30,5,13,7
mmu-miR-6958-3p,4,3,0,2,3,7,2,4,6,2,5,7,3,0,0
mmu-miR-6959-5p,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-696,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-6960-5p,3,0,0,2,5,2,5,4,0,0,5,4,0,0,0
mmu-miR-6963-3p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-6964-3p,6,3,4,2,3,2,0,2,3,2,7,4,0,3,4
mmu-miR-6964-5p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
mmu-miR-6965-3p,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
mmu-miR-6966-3p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-6967-3p,0,0,0,0,5,3,5,2,4,2,0,0,0,2,0
mmu-miR-6968-3p,0,0,0,2,4,2,4,0,3,0,6,2,0,2,0
mmu-miR-6970-3p,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0
mmu-miR-6970-5p,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0
mmu-miR-6971-3p,0,0,0,0,0,4,0,0,3,2,2,2,0,0,2
mmu-miR-6972-3p,9,10,11,3,30,20,27,26,53,20,44,28,5,31,18
mmu-miR-6973a-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-6975-3p,2,3,0,4,2,4,2,0,2,4,2,5,0,0,0
mmu-miR-6976-3p,4,3,2,0,3,7,2,2,0,0,0,5,0,4,0
mmu-miR-6978-3p,13,24,20,21,44,31,42,35,38,31,65,76,0,0,0
mmu-miR-6978-5p,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0
mmu-miR-6979-3p,2,2,4,9,8,3,6,10,10,2,8,12,2,0,0
mmu-miR-6980-3p,0,0,0,0,0,2,4,0,6,3,2,2,0,2,0
mmu-miR-6981-3p,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-6983-3p,6,3,2,0,2,2,0,0,0,0,0,0,0,0,0
mmu-miR-6984-3p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-6984-5p,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
mmu-miR-6985-3p,6,8,9,4,6,14,6,10,2,5,10,17,6,2,4
mmu-miR-6985-5p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-6986-3p,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0
mmu-miR-6986-5p,0,4,3,4,0,3,0,0,3,2,2,3,0,2,0
mmu-miR-6988-3p,19,12,26,10,16,24,23,27,30,17,42,22,6,13,19
mmu-miR-6989-3p,9,15,13,15,35,29,12,18,38,16,28,38,9,16,22
mmu-miR-6990-3p,0,0,0,0,3,4,0,0,2,0,0,2,5,0,0
mmu-miR-6990-5p,0,0,0,0,2,6,5,12,10,2,9,0,3,22,7
mmu-miR-6991-3p,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
mmu-miR-6991-5p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-6993-3p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
mmu-miR-6994-3p,0,0,2,2,2,0,0,0,2,0,0,2,0,2,0
mmu-miR-6994-5p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-6995-3p,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-6996-5p,5,9,6,4,6,2,6,6,12,7,18,13,0,4,2
mmu-miR-6997-3p,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
mmu-miR-6997-5p,0,0,2,0,0,2,3,2,4,0,0,6,0,0,0
mmu-miR-6998-3p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-6999-3p,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-700-3p,102,73,126,99,142,115,179,159,158,75,161,123,50,45,53
mmu-miR-700-5p,281,213,273,277,220,258,287,318,318,169,316,231,83,104,98
mmu-miR-7000-3p,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0
mmu-miR-7003-5p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-7004-3p,0,0,0,0,2,0,0,0,0,2,4,2,0,0,0
mmu-miR-7005-3p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-7006-3p,6,0,0,6,10,10,3,7,9,3,10,6,4,8,6
mmu-miR-7008-3p,3,2,7,2,4,5,3,0,5,6,4,5,0,0,2
mmu-miR-7008-5p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-7009-3p,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
mmu-miR-7009-5p,2,2,0,3,2,2,0,2,0,0,0,0,0,0,0
mmu-miR-701-3p,0,0,2,0,0,2,3,0,2,0,2,2,0,0,0
mmu-miR-701-5p,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0
mmu-miR-7010-5p,5,8,12,10,4,2,2,3,3,0,9,6,0,0,0
mmu-miR-7011-3p,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2
mmu-miR-7012-3p,0,0,0,4,0,0,0,3,0,0,2,0,0,0,0
mmu-miR-7012-5p,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-7013-3p,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
mmu-miR-7013-5p,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2
mmu-miR-7014-5p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
mmu-miR-7015-3p,84,60,73,60,62,74,60,43,76,38,70,107,17,47,29
mmu-miR-7016-3p,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-7017-3p,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
mmu-miR-7017-5p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
mmu-miR-7018-3p,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7019-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-702-3p,13,6,6,8,3,3,9,14,5,11,5,10,0,7,2
mmu-miR-702-5p,0,0,2,0,3,3,0,10,2,4,5,4,0,0,0
mmu-miR-7020-3p,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0
mmu-miR-7020-5p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
mmu-miR-7021-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
mmu-miR-7021-5p,4,4,0,0,0,0,0,0,2,2,7,4,0,2,0
mmu-miR-7022-3p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-7023-3p,0,0,0,0,0,2,0,5,0,0,6,0,0,0,0
mmu-miR-7024-3p,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
mmu-miR-7024-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mmu-miR-7025-3p,9,4,9,2,0,4,5,2,2,0,0,2,0,0,0
mmu-miR-7025-5p,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
mmu-miR-7026-5p,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7028-3p,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7029-3p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-7029-5p,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-7030-3p,3,0,5,8,6,2,2,4,6,0,0,6,0,0,0
mmu-miR-7031-3p,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0
mmu-miR-7031-5p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
mmu-miR-7032-3p,0,2,0,0,0,2,0,0,0,0,2,0,2,3,0
mmu-miR-7033-3p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-7033-5p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-7035-3p,14,26,17,16,9,10,4,4,14,17,23,22,0,2,2
mmu-miR-7036a-3p,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0
mmu-miR-7036b-5p,0,3,2,0,5,3,2,4,5,2,0,3,0,0,0
mmu-miR-7037-5p,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
mmu-miR-7038-5p,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
mmu-miR-7039-5p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-704,8,4,8,3,13,2,11,9,9,8,4,12,0,0,3
mmu-miR-7042-3p,0,2,4,0,2,0,5,0,2,2,2,2,0,0,2
mmu-miR-7042-5p,3,6,7,2,2,0,2,4,6,0,12,6,0,0,2
mmu-miR-7043-3p,86,51,57,40,13,31,24,16,53,61,59,55,0,5,5
mmu-miR-7045-3p,0,0,0,0,0,3,3,0,3,0,0,2,0,2,0
mmu-miR-7046-3p,71,41,46,37,67,59,37,54,85,31,65,75,35,86,46
mmu-miR-7048-3p,0,2,0,2,4,7,2,7,7,3,16,6,0,9,6
mmu-miR-7049-3p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-7049-5p,2,2,0,2,0,3,0,0,4,2,3,4,0,3,0
mmu-miR-705,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mmu-miR-7050-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
mmu-miR-7051-5p,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
mmu-miR-7052-3p,9,10,4,6,19,20,12,10,15,6,18,14,2,11,9
mmu-miR-7053-3p,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
mmu-miR-7054-3p,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
